name	description	author	written	rarity	language	type	base_work	tags	read_bonus	image	content_link
Flow of the Chionthar	Flow of the Chionthar — A regional survey written for travellers who cannot afford to learn geography from dead companions. Library catalogues list no certain author; the work is dated to before 1373 DR.\n\nMaps are absent or obsolete in most copies; readers are expected to update the text with their own ink.	Unknown	before 1373 DR	common	Common	original		geography,trade,river	0	https://static.wikia.nocookie.net/forgottenrealms/images/c/c1/Red_book_bg3.png/revision/latest/scale-to-width-down/370?cb=20230925200215	https://forgottenrealms.fandom.com/wiki/Flow_of_the_Chionthar
Flora of the Dalelands	Flora of the Dalelands — Natural history from hunters, riverfolk, and sages who went outside and wrote down what bit them. Library catalogues list no certain author; the work is dated to before 1442 DR.\n\nSeasonal addenda in surviving copies suggest the author revised the work every year they lived to see spring.	Unknown	before 1442 DR	common	Common	original		dalelands,nature,geography	0	https://static.wikia.nocookie.net/forgottenrealms/images/1/13/Floral_book_bg3.png/revision/latest/scale-to-width-down/382?cb=20230929215909	https://forgottenrealms.fandom.com/wiki/Flora_of_the_Dalelands
Traagor's Guide to Inns and Taverns	Traagor's Guide to Inns and Taverns — Practical notes for wayfarers — tolls, seasons, inns, and the unwritten rules of safe passage. Rooth Traagor and Eldwin Traagor is credited in library catalogues; the work is dated to mid-14th century DR.\n\nExperienced caravans treat the counsel as suggestion only — but rookies who ignore it seldom return to disagree.	Rooth Traagor and Eldwin Traagor	mid-14th century DR	common	Common	original		travel,culture,trade	0		https://forgottenrealms.fandom.com/wiki/Traagor%27s_Guide_to_Inns_and_Taverns
Four Decades of Innkeeping	Four Decades of Innkeeping — Practical notes for wayfarers — tolls, seasons, inns, and the unwritten rules of safe passage. Thundaerlel Maurlatrimm is credited in library catalogues; the work is dated to 1336 DR.\n\nExperienced caravans treat the counsel as suggestion only — but rookies who ignore it seldom return to disagree.	Thundaerlel Maurlatrimm	1336 DR	common	Common	original		travel,culture,trade	0		https://forgottenrealms.fandom.com/wiki/Four_Decades_of_Innkeeping
My Adventures in the Realms	My Adventures in the Realms — A popular tale in print — performed in taverns before it was ever bound between covers. Dathlyr "The Hammer" Greybold is credited in library catalogues; the work is dated to unknown.\n\nCritics call it low art; innkeepers call it excellent for business on rainy nights.	Dathlyr "The Hammer" Greybold	unknown	common	Common	original		adventure,fiction,humor	0		https://forgottenrealms.fandom.com/wiki/My_Adventures_in_the_Realms
A Merchant's Sagacity	A Merchant's Sagacity — Commercial wisdom dressed as prose — prices, routes, guild customs, and when to walk away from a deal. Blackthorn Belgadar is credited in library catalogues; the work is dated to unknown.\n\nFactors along the Long Road keep folded excerpts in strongboxes next to their scales and seals.	Blackthorn Belgadar	unknown	common	Common	original		trade,philosophy	0		https://forgottenrealms.fandom.com/wiki/A_Merchant%27s_Sagacity
A Merchant Master's Life	A Merchant Master's Life — Commercial wisdom dressed as prose — prices, routes, guild customs, and when to walk away from a deal. Asargrym of Baldur's Gate is credited in library catalogues; the work is dated to 1327 DR.\n\nFactors along the Long Road keep folded excerpts in strongboxes next to their scales and seals.	Asargrym of Baldur's Gate	1327 DR	uncommon	Common	original		baldurs_gate,trade,history	0		https://forgottenrealms.fandom.com/wiki/A_Merchant_Master%27s_Life
Tall Tales: A Ranger's Life	Tall Tales: A Ranger's Life — Practical notes for wayfarers — tolls, seasons, inns, and the unwritten rules of safe passage. Amhritar the Tall is credited in library catalogues; the work is dated to 1326 DR.\n\nExperienced caravans treat the counsel as suggestion only — but rookies who ignore it seldom return to disagree.	Amhritar the Tall	1326 DR	common	Common	original		travel,adventure,nature	0		https://forgottenrealms.fandom.com/wiki/Tall_Tales%3A_A_Ranger%27s_Life
A Ranger's Road	A Ranger's Road — Practical notes for wayfarers — tolls, seasons, inns, and the unwritten rules of safe passage. Thaulavvan Tridentstar is credited in library catalogues; the work is dated to unknown.\n\nExperienced caravans treat the counsel as suggestion only — but rookies who ignore it seldom return to disagree.	Thaulavvan Tridentstar	unknown	common	Common	original		travel,nature,adventure	0		https://forgottenrealms.fandom.com/wiki/A_Ranger%27s_Road
Adventurer's Guide	Adventurer's Guide — Practical notes for wayfarers — tolls, seasons, inns, and the unwritten rules of safe passage. Various is credited in library catalogues; the work is dated to before 1374 DR.\n\nExperienced caravans treat the counsel as suggestion only — but rookies who ignore it seldom return to disagree.	Various	before 1374 DR	common	Common	original		adventure,travel	0		https://forgottenrealms.fandom.com/wiki/Adventurer%27s_Guide
How to Be an Adventurer	How to Be an Adventurer — An in-universe work listed in Candlekeep indices and frontier libraries throughout the Heartlands. Library catalogues list no certain author; the work is dated to before 1312 DR.\n\nCopies vary by scriptorium; Candlekeep treats the title as known though completeness is never guaranteed.	Unknown	before 1312 DR	common	Common	original		adventure,philosophy	0	https://static.wikia.nocookie.net/forgottenrealms/images/e/ed/How_to_Be_an_Adventurer.png/revision/latest?cb=20231122232910	https://forgottenrealms.fandom.com/wiki/How_to_Be_an_Adventurer
Heroes' Feast: A Cookbook	Heroes' Feast: A Cookbook — Commercial wisdom dressed as prose — prices, routes, guild customs, and when to walk away from a deal. Nojen Eptros, Wyk Nenmael, Imrit Welachwe is credited in library catalogues; the work is dated to before 1492 DR.\n\nFactors along the Long Road keep folded excerpts in strongboxes next to their scales and seals.	Nojen Eptros, Wyk Nenmael, Imrit Welachwe	before 1492 DR	common	Common	original		culture,trade	0		https://forgottenrealms.fandom.com/wiki/Heroes%27_Feast%3A_A_Cookbook
Cookbook of the Realms	Cookbook of the Realms — Commercial wisdom dressed as prose — prices, routes, guild customs, and when to walk away from a deal. Library catalogues list no certain author; the work is dated to 15th century DR.\n\nFactors along the Long Road keep folded excerpts in strongboxes next to their scales and seals.	Unknown	15th century DR	common	Common	original		culture,trade	0		https://forgottenrealms.fandom.com/wiki/Cookbook_of_the_Realms
Brewing Ale, Beer, and Wine	Brewing Ale, Beer, and Wine — Commercial wisdom dressed as prose — prices, routes, guild customs, and when to walk away from a deal. Irym Dyleth is credited in library catalogues; the work is dated to before 1370 DR.\n\nFactors along the Long Road keep folded excerpts in strongboxes next to their scales and seals.	Irym Dyleth	before 1370 DR	common	Common	original		culture,trade	0		https://forgottenrealms.fandom.com/wiki/Brewing_Ale,_Beer,_and_Wine
Great Goblin Recipes	Great Goblin Recipes — Natural history from hunters, riverfolk, and sages who went outside and wrote down what bit them. Library catalogues list no certain author; the work is dated to before 1372 DR.\n\nSeasonal addenda in surviving copies suggest the author revised the work every year they lived to see spring.	Unknown	before 1372 DR	common	Common	original		culture,humor,nature	0		https://forgottenrealms.fandom.com/wiki/Great_Goblin_Recipes
Delblood's Atlas of Faerûn	Delblood's Atlas of Faerûn — A regional survey written for travellers who cannot afford to learn geography from dead companions. Delblood is credited in library catalogues; the work is dated to before 1372 DR.\n\nMaps are absent or obsolete in most copies; readers are expected to update the text with their own ink.	Delblood	before 1372 DR	rare	Common	original		geography,faerun,history	0		https://forgottenrealms.fandom.com/wiki/Delblood%27s_Atlas_of_Faerûn
A Manyrealms Gallimaufry	A Manyrealms Gallimaufry — A regional survey written for travellers who cannot afford to learn geography from dead companions. Trammeth Anstrelgor is credited in library catalogues; the work is dated to before 1114 DR.\n\nMaps are absent or obsolete in most copies; readers are expected to update the text with their own ink.	Trammeth Anstrelgor	before 1114 DR	ancient	Common	original		geography,history,faerun	0		https://forgottenrealms.fandom.com/wiki/A_Manyrealms_Gallimaufry
Rise & Fall of Netheril	Rise & Fall of Netheril — A chronicle preserved in northern and coastal scriptoria — dates, names, and the sort of detail merchants pretend not to need. Library catalogues list no certain author; the work is dated to before 1372 DR.\n\nLater hands added marginal dates and crossed out names; historians still argue which revisions were propaganda.	Unknown	before 1372 DR	rare	Common	original		history,arcane,faerun	0		https://forgottenrealms.fandom.com/wiki/Rise_&_Fall_of_Netheril
The Great Diaspora of Netheril	The Great Diaspora of Netheril — A chronicle preserved in northern and coastal scriptoria — dates, names, and the sort of detail merchants pretend not to need. Library catalogues list no certain author; the work is dated to after −457 DR.\n\nLater hands added marginal dates and crossed out names; historians still argue which revisions were propaganda.	Unknown	after −457 DR	ancient	Common	original		history,arcane	0		https://forgottenrealms.fandom.com/wiki/The_Great_Diaspora_of_Netheril
Nether Scrolls (book)	Nether Scrolls (book) — A treatise on magic as it is actually practiced — wards, reputations, and the price of mispronunciation. Library catalogues list no certain author; the work is dated to before 1372 DR.\n\nComplete copies are rare; excerpted versions circulate among mages who insist the missing pages do not matter.	Unknown	before 1372 DR	legendary	Common	original		arcane,history,ancient	0		https://forgottenrealms.fandom.com/wiki/Nether_Scrolls_(book)
The Tome of the Dragon	The Tome of the Dragon — A treatise on magic as it is actually practiced — wards, reputations, and the price of mispronunciation. Sammaster is credited in library catalogues; the work is dated to 905 DR.\n\nComplete copies are rare; excerpted versions circulate among mages who insist the missing pages do not matter.	Sammaster	905 DR	legendary	Common	original		arcane,monsters,history	0		https://forgottenrealms.fandom.com/wiki/The_Tome_of_the_Dragon
Demonomicon of Iggwilv	Demonomicon of Iggwilv — A treatise on magic as it is actually practiced — wards, reputations, and the price of mispronunciation. Iggwilv is credited in library catalogues; the work is dated to unknown.\n\nComplete copies are rare; excerpted versions circulate among mages who insist the missing pages do not matter.	Iggwilv	unknown	legendary	Common	original		arcane,monsters,intrigue	0	https://static.wikia.nocookie.net/forgottenrealms/images/7/7a/Demonomicon_of_Iggwilv_5eR.png/revision/latest/scale-to-width-down/400?cb=20250112121657	https://forgottenrealms.fandom.com/wiki/Demonomicon_of_Iggwilv
Book of Vile Darkness	Book of Vile Darkness — A treatise on magic as it is actually practiced — wards, reputations, and the price of mispronunciation. Vecna is credited in library catalogues; the work is dated to unknown.\n\nComplete copies are rare; excerpted versions circulate among mages who insist the missing pages do not matter.	Vecna	unknown	legendary	Common	original		arcane,religion,intrigue	0	https://static.wikia.nocookie.net/forgottenrealms/images/f/f0/Book_of_Vile_Darkness_5eR.png/revision/latest/scale-to-width-down/305?cb=20241117141828	https://forgottenrealms.fandom.com/wiki/Book_of_Vile_Darkness
Bowgentle's Book	Bowgentle's Book — A treatise on magic as it is actually practiced — wards, reputations, and the price of mispronunciation. Bowgentle is credited in library catalogues; the work is dated to unknown.\n\nComplete copies are rare; excerpted versions circulate among mages who insist the missing pages do not matter.	Bowgentle	unknown	very rare	Common	original		arcane,history	0	https://static.wikia.nocookie.net/forgottenrealms/images/b/ba/Bowgentle%27s_Book.png/revision/latest?cb=20191111131825	https://forgottenrealms.fandom.com/wiki/Bowgentle%27s_Book
Meanderings	Meanderings — Practical notes for wayfarers — tolls, seasons, inns, and the unwritten rules of safe passage. Bowgentle is credited in library catalogues; the work is dated to 1231 DR.\n\nExperienced caravans treat the counsel as suggestion only — but rookies who ignore it seldom return to disagree.	Bowgentle	1231 DR	uncommon	Common	original		travel,philosophy,arcane	0		https://forgottenrealms.fandom.com/wiki/Meanderings
A Myth Drannan Amphigory	A Myth Drannan Amphigory — A chronicle preserved in northern and coastal scriptoria — dates, names, and the sort of detail merchants pretend not to need. Elminster is credited in library catalogues; the work is dated to 1337 DR.\n\nLater hands added marginal dates and crossed out names; historians still argue which revisions were propaganda.	Elminster	1337 DR	rare	Common	original		history,elves,myth	0		https://forgottenrealms.fandom.com/wiki/A_Myth_Drannan_Amphigory
Lost Tales of Myth Drannor	Lost Tales of Myth Drannor — A chronicle preserved in northern and coastal scriptoria — dates, names, and the sort of detail merchants pretend not to need. Skerrit the Green is credited in library catalogues; the work is dated to 15th century DR.\n\nLater hands added marginal dates and crossed out names; historians still argue which revisions were propaganda.	Skerrit the Green	15th century DR	very rare	Common	original		elves,history,myth	0		https://forgottenrealms.fandom.com/wiki/Lost_Tales_of_Myth_Drannor
Chronicles of Rothilion	Chronicles of Rothilion — A chronicle preserved in northern and coastal scriptoria — dates, names, and the sort of detail merchants pretend not to need. Rothilion the Honorable is credited in library catalogues; the work is dated to before 714 DR.\n\nLater hands added marginal dates and crossed out names; historians still argue which revisions were propaganda.	Rothilion the Honorable	before 714 DR	ancient	Common	original		elves,history,law	0		https://forgottenrealms.fandom.com/wiki/Chronicles_of_Rothilion
Testament of Jade	Testament of Jade — A chronicle preserved in northern and coastal scriptoria — dates, names, and the sort of detail merchants pretend not to need. Dennison the Jade is credited in library catalogues; the work is dated to before 714 DR.\n\nLater hands added marginal dates and crossed out names; historians still argue which revisions were propaganda.	Dennison the Jade	before 714 DR	ancient	Common	original		elves,history,arcane	0	https://static.wikia.nocookie.net/forgottenrealms/images/7/77/Testament_of_jade.png/revision/latest/scale-to-width-down/400?cb=20201117145548	https://forgottenrealms.fandom.com/wiki/Testament_of_Jade
Sayings of a Wyrm	Sayings of a Wyrm — Legends collected from tavern verse, elder memory, and sources no scholar will swear to in court. Naurglaur the green dragon is credited in library catalogues; the work is dated to 895 DR.\n\nEach generation adds a verse; purists claim the oldest layer is true and everything since is flattery.	Naurglaur the green dragon	895 DR	very rare	Common	original		monsters,philosophy,myth	0		https://forgottenrealms.fandom.com/wiki/Sayings_of_a_Wyrm
Dragons of the Dragon Coast	Dragons of the Dragon Coast — A chronicle preserved in northern and coastal scriptoria — dates, names, and the sort of detail merchants pretend not to need. Library catalogues list no certain author; the work is dated to before 1374 DR.\n\nLater hands added marginal dates and crossed out names; historians still argue which revisions were propaganda.	Unknown	before 1374 DR	uncommon	Common	original		monsters,history,sword_coast	0		https://forgottenrealms.fandom.com/wiki/Dragons_of_the_Dragon_Coast
Breyer's Draconic Investigations	Breyer's Draconic Investigations — A treatise on magic as it is actually practiced — wards, reputations, and the price of mispronunciation. Breyer is credited in library catalogues; the work is dated to before 1480 DR.\n\nComplete copies are rare; excerpted versions circulate among mages who insist the missing pages do not matter.	Breyer	before 1480 DR	uncommon	Common	original		monsters,arcane,nature	0		https://forgottenrealms.fandom.com/wiki/Breyer%27s_Draconic_Investigations
The Glory of the Dragon	The Glory of the Dragon — Legends collected from tavern verse, elder memory, and sources no scholar will swear to in court. Danchas the Scribe is credited in library catalogues; the work is dated to before 1371 DR.\n\nEach generation adds a verse; purists claim the oldest layer is true and everything since is flattery.	Danchas the Scribe	before 1371 DR	uncommon	Common	original		monsters,myth,culture	0		https://forgottenrealms.fandom.com/wiki/The_Glory_of_the_Dragon
Night-Night, Pirate Ship	Night-Night, Pirate Ship — A popular tale in print — performed in taverns before it was ever bound between covers. Library catalogues list no certain author; the work is dated to before 1492 DR.\n\nCritics call it low art; innkeepers call it excellent for business on rainy nights.	Unknown	before 1492 DR	common	Common	original		fiction,sea,culture	0	https://static.wikia.nocookie.net/forgottenrealms/images/b/b3/Green_book_bg3.png/revision/latest?cb=20240307041427	https://forgottenrealms.fandom.com/wiki/Night-Night,_Pirate_Ship
S is for Scurvy: A Pirate Potboiler	S is for Scurvy: A Pirate Potboiler — A popular tale in print — performed in taverns before it was ever bound between covers. Library catalogues list no certain author; the work is dated to before 1372 DR.\n\nCritics call it low art; innkeepers call it excellent for business on rainy nights.	Unknown	before 1372 DR	common	Common	original		fiction,sea,adventure	0	https://static.wikia.nocookie.net/forgottenrealms/images/8/84/Nwn_bumpy_book.png/revision/latest?cb=20241119085621	https://forgottenrealms.fandom.com/wiki/S_is_for_Scurvy%3A_A_Pirate_Potboiler
Arrr, Yarrr, and Garrr: A Guide to the Pirate Idiom	Arrr, Yarrr, and Garrr: A Guide to the Pirate Idiom — An in-universe work listed in Candlekeep indices and frontier libraries throughout the Heartlands. Library catalogues list no certain author; the work is dated to before 1372 DR.\n\nCopies vary by scriptorium; Candlekeep treats the title as known though completeness is never guaranteed.	Unknown	before 1372 DR	common	Common	original		sea,culture,humor	0	https://static.wikia.nocookie.net/forgottenrealms/images/3/32/Nwn_pirate_book.png/revision/latest?cb=20241119082017	https://forgottenrealms.fandom.com/wiki/Arrr,_Yarrr,_and_Garrr%3A_A_Guide_to_the_Pirate_Idiom
Fifty Years at Sea	Fifty Years at Sea — A chronicle preserved in northern and coastal scriptoria — dates, names, and the sort of detail merchants pretend not to need. Gandorra Burr is credited in library catalogues; the work is dated to 1489 DR.\n\nLater hands added marginal dates and crossed out names; historians still argue which revisions were propaganda.	Gandorra Burr	1489 DR	uncommon	Common	original		sea,adventure,history	0		https://forgottenrealms.fandom.com/wiki/Fifty_Years_at_Sea
Life Beneath the Sails	Life Beneath the Sails — Practical notes for wayfarers — tolls, seasons, inns, and the unwritten rules of safe passage. Anonymous is credited in library catalogues; the work is dated to 1369 DR.\n\nExperienced caravans treat the counsel as suggestion only — but rookies who ignore it seldom return to disagree.	Anonymous	1369 DR	common	Common	original		sea,travel,culture	0		https://forgottenrealms.fandom.com/wiki/Life_Beneath_the_Sails
My Journeys Around the Sea of Fallen Stars	My Journeys Around the Sea of Fallen Stars — Practical notes for wayfarers — tolls, seasons, inns, and the unwritten rules of safe passage. Nelve Harssad of Tsurlagol is credited in library catalogues; the work is dated to 1298 DR.\n\nExperienced caravans treat the counsel as suggestion only — but rookies who ignore it seldom return to disagree.	Nelve Harssad of Tsurlagol	1298 DR	uncommon	Common	original		sea,travel,history	0		https://forgottenrealms.fandom.com/wiki/My_Journeys_Around_the_Sea_of_Fallen_Stars
Encyclopedia Serôsica	Encyclopedia Serôsica — A regional survey written for travellers who cannot afford to learn geography from dead companions. Anonymous is credited in library catalogues; the work is dated to 1370 DR.\n\nMaps are absent or obsolete in most copies; readers are expected to update the text with their own ink.	Anonymous	1370 DR	rare	Common	original		sea,geography,history	0		https://forgottenrealms.fandom.com/wiki/Encyclopedia_Serôsica
Observations of the Tuigan Historian	Observations of the Tuigan Historian — A chronicle preserved in northern and coastal scriptoria — dates, names, and the sort of detail merchants pretend not to need. Koja of Khazari is credited in library catalogues; the work is dated to 1362 DR.\n\nLater hands added marginal dates and crossed out names; historians still argue which revisions were propaganda.	Koja of Khazari	1362 DR	uncommon	Common	original		history,war,travel	0		https://forgottenrealms.fandom.com/wiki/Observations_of_the_Tuigan_Historian
The Steel Princess' Field Guide to Tactics of the Purple Dragon	The Steel Princess' Field Guide to Tactics of the Purple Dragon — Military history and counsel from campaigns fought along the Frontier and the Sword Coast. Princess Alusair Obarskyr is credited in library catalogues; the work is dated to 1364 DR.\n\nVeterans annotate the margins with corrections; green officers treat those notes as insults until the first ambush.	Princess Alusair Obarskyr	1364 DR	uncommon	Common	original		war,history,cormyr	0		https://forgottenrealms.fandom.com/wiki/The_Steel_Princess%27_Field_Guide_to_Tactics_of_the_Purple_Dragon
Crown Book of the Realm of Cormyr	Crown Book of the Realm of Cormyr — A chronicle preserved in northern and coastal scriptoria — dates, names, and the sort of detail merchants pretend not to need. Various is credited in library catalogues; the work is dated to continually updated.\n\nLater hands added marginal dates and crossed out names; historians still argue which revisions were propaganda.	Various	continually updated	rare	Common	original		cormyr,history,law	0		https://forgottenrealms.fandom.com/wiki/Crown_Book_of_the_Realm_of_Cormyr
Cormyrian Customs And Scandals	Cormyrian Customs And Scandals — A text that names names — or appears to — and has outlived more than one owner. Asgerlan Burtrann is credited in library catalogues; the work is dated to unknown.\n\nSeveral entries end mid-sentence, as if the author learned something and chose discretion over royalties.	Asgerlan Burtrann	unknown	common	Common	original		cormyr,culture,intrigue	0		https://forgottenrealms.fandom.com/wiki/Cormyrian_Customs_And_Scandals
Festivals and Festivities of Ancient Cormyr	Festivals and Festivities of Ancient Cormyr — A chronicle preserved in northern and coastal scriptoria — dates, names, and the sort of detail merchants pretend not to need. Library catalogues list no certain author; the work is dated to before 1492 DR.\n\nLater hands added marginal dates and crossed out names; historians still argue which revisions were propaganda.	Unknown	before 1492 DR	common	Common	original		cormyr,culture,history	0		https://forgottenrealms.fandom.com/wiki/Festivals_and_Festivities_of_Ancient_Cormyr
The Obarskyr Family Histories	The Obarskyr Family Histories — A chronicle preserved in northern and coastal scriptoria — dates, names, and the sort of detail merchants pretend not to need. Various court scribes is credited in library catalogues; the work is dated to 1308 DR.\n\nLater hands added marginal dates and crossed out names; historians still argue which revisions were propaganda.	Various court scribes	1308 DR	rare	Common	original		cormyr,history,politics	0		https://forgottenrealms.fandom.com/wiki/The_Obarskyr_Family_Histories
I'm a Harper, Get Me Out of Here	I'm a Harper, Get Me Out of Here — Harper-related lore — coded, partial, and dangerous to quote without looking over your shoulder. Wren of the Harpers is credited in library catalogues; the work is dated to late 15th century DR.\n\nNon-Harper readers report the prose is readable; Harper readers report it is a test.	Wren of the Harpers	late 15th century DR	common	Common	original		harpers,fiction,humor	0		https://forgottenrealms.fandom.com/wiki/I%27m_a_Harper,_Get_Me_Out_of_Here
Alias Versus the Night Masks	Alias Versus the Night Masks — A popular tale in print — performed in taverns before it was ever bound between covers. Jamal the Thespian is credited in library catalogues; the work is dated to 1370 DR.\n\nCritics call it low art; innkeepers call it excellent for business on rainy nights.	Jamal the Thespian	1370 DR	common	Common	original		fiction,adventure,intrigue	0		https://forgottenrealms.fandom.com/wiki/Alias_Versus_the_Night_Masks
The Bhaalspawn Saga	The Bhaalspawn Saga — A popular tale in print — performed in taverns before it was ever bound between covers. Library catalogues list no certain author; the work is dated to before 1492 DR.\n\nCritics call it low art; innkeepers call it excellent for business on rainy nights.	Unknown	before 1492 DR	uncommon	Common	original		fiction,history,myth	0	https://static.wikia.nocookie.net/forgottenrealms/images/2/2d/Open_book_bg3.png/revision/latest/scale-to-width-down/400?cb=20230929065410	https://forgottenrealms.fandom.com/wiki/The_Bhaalspawn_Saga
The True Life of Cyric	The True Life of Cyric — A chronicle preserved in northern and coastal scriptoria — dates, names, and the sort of detail merchants pretend not to need. Rinda is credited in library catalogues; the work is dated to before 1368 DR.\n\nLater hands added marginal dates and crossed out names; historians still argue which revisions were propaganda.	Rinda	before 1368 DR	very rare	Common	original		history,religion,intrigue	0		https://forgottenrealms.fandom.com/wiki/The_True_Life_of_Cyric
Waterdeep	Waterdeep — A regional survey written for travellers who cannot afford to learn geography from dead companions. Library catalogues list no certain author; the work is dated to before 1372 DR.\n\nMaps are absent or obsolete in most copies; readers are expected to update the text with their own ink.	Unknown	before 1372 DR	common	Common	original		waterdeep,geography,culture	0	https://static.wikia.nocookie.net/forgottenrealms/images/6/6b/Waterdeep_symbol_5e.png/revision/latest/scale-to-width-down/258?cb=20230315214656	https://forgottenrealms.fandom.com/wiki/Waterdeep
Illustrated Adventures of Balduran	Illustrated Adventures of Balduran — Legends collected from tavern verse, elder memory, and sources no scholar will swear to in court. Library catalogues list no certain author; the work is dated to before 1492 DR.\n\nEach generation adds a verse; purists claim the oldest layer is true and everything since is flattery.	Unknown	before 1492 DR	common	Common	original		baldurs_gate,myth,fiction	0		https://forgottenrealms.fandom.com/wiki/Illustrated_Adventures_of_Balduran
The Poet's Song	The Poet's Song — Legends collected from tavern verse, elder memory, and sources no scholar will swear to in court. The blind poet of Daargard Keep is credited in library catalogues; the work is dated to centuries before 1372 DR.\n\nEach generation adds a verse; purists claim the oldest layer is true and everything since is flattery.	The blind poet of Daargard Keep	centuries before 1372 DR	ancient	Common	original		myth,poetry,history	0	https://static.wikia.nocookie.net/forgottenrealms/images/6/69/The_Poet%27s_Song.png/revision/latest?cb=20210712212146	https://forgottenrealms.fandom.com/wiki/The_Poet%27s_Song
Nine Stars Around a Silver Moon	Nine Stars Around a Silver Moon — Legends collected from tavern verse, elder memory, and sources no scholar will swear to in court. Mintiper Moonsilver is credited in library catalogues; the work is dated to 1336 DR.\n\nEach generation adds a verse; purists claim the oldest layer is true and everything since is flattery.	Mintiper Moonsilver	1336 DR	uncommon	Common	original		music,myth,culture	0		https://forgottenrealms.fandom.com/wiki/Nine_Stars_Around_a_Silver_Moon
Ballads and Lore of One Dusty Road	Ballads and Lore of One Dusty Road — An in-universe work listed in Candlekeep indices and frontier libraries throughout the Heartlands. Sharanralee Crownstar is credited in library catalogues; the work is dated to 1337 DR.\n\nCopies vary by scriptorium; Candlekeep treats the title as known though completeness is never guaranteed.	Sharanralee Crownstar	1337 DR	common	Common	original		music,adventure,culture	0		https://forgottenrealms.fandom.com/wiki/Ballads_and_Lore_of_One_Dusty_Road
Great Changes Aborning	Great Changes Aborning — A chronicle preserved in northern and coastal scriptoria — dates, names, and the sort of detail merchants pretend not to need. Mintiper Moonsilver is credited in library catalogues; the work is dated to 1341 DR.\n\nLater hands added marginal dates and crossed out names; historians still argue which revisions were propaganda.	Mintiper Moonsilver	1341 DR	uncommon	Common	original		music,history,culture	0		https://forgottenrealms.fandom.com/wiki/Great_Changes_Aborning
A Traveler's Guide to Baldur's Gate	A Traveler's Guide to Baldur's Gate — Practical notes for wayfarers — tolls, seasons, inns, and the unwritten rules of safe passage. Library catalogues list no certain author; the work is dated to before 1492 DR.\n\nExperienced caravans treat the counsel as suggestion only — but rookies who ignore it seldom return to disagree.	Unknown	before 1492 DR	common	Common	original		baldurs_gate,travel,geography	0	https://static.wikia.nocookie.net/forgottenrealms/images/7/76/BG3_green_book.png/revision/latest/scale-to-width-down/353?cb=20220223160036	https://forgottenrealms.fandom.com/wiki/A_Traveler%27s_Guide_to_Baldur%27s_Gate
The Northern Four Adventuring Troupe	The Northern Four Adventuring Troupe — A popular tale in print — performed in taverns before it was ever bound between covers. Library catalogues list no certain author; the work is dated to before 1372 DR.\n\nCritics call it low art; innkeepers call it excellent for business on rainy nights.	Unknown	before 1372 DR	common	Common	original		fiction,adventure,north	0		https://forgottenrealms.fandom.com/wiki/The_Northern_Four_Adventuring_Troupe
History of the Creator Races	History of the Creator Races — A chronicle preserved in northern and coastal scriptoria — dates, names, and the sort of detail merchants pretend not to need. Library catalogues list no certain author; the work is dated to before 1372 DR.\n\nLater hands added marginal dates and crossed out names; historians still argue which revisions were propaganda.	Unknown	before 1372 DR	rare	Common	original		history,myth,ancient	0		https://forgottenrealms.fandom.com/wiki/History_of_the_Creator_Races
